,L,nh,x->y,y->x
0,1,2,-2.284309148788452,-2.3438007831573486
1,1,4,-2.2716634273529053,-2.3561573028564453
2,1,5,-2.432760238647461,-2.4021060466766357
3,1,8,-2.2217929363250732,-2.3413429260253906
4,1,10,-2.227076768875122,-2.3427186012268066
5,2,2,-2.2292640209198,-2.342498540878296
6,2,4,-2.1954269409179688,-2.3329315185546875
7,2,5,-2.244452476501465,-2.3471994400024414
8,2,8,-2.1930644512176514,-2.333954334259033
9,2,10,-2.163141965866089,-2.3327224254608154
10,3,2,-2.245598316192627,-2.33369779586792
11,3,4,-2.2009475231170654,-2.3352248668670654
12,3,5,-2.1733243465423584,-2.3311960697174072
13,3,8,-2.190455436706543,-2.337250232696533
14,3,10,-2.1652703285217285,-2.3318166732788086
