,L,nh,x->y,y->x
0,1,2,-3.8058574199676514,-3.8079967498779297
1,1,4,-2.9307281970977783,-3.3201675415039062
2,1,5,-3.781184196472168,-3.9745872020721436
3,1,8,-3.6803550720214844,-4.455838203430176
4,1,10,-4.118433952331543,-4.490201950073242
5,2,2,-3.4794230461120605,-3.8337411880493164
6,2,4,-3.123786211013794,-3.8263721466064453
7,2,5,-3.670154333114624,-4.128008842468262
8,2,8,-3.827605724334717,-4.8650803565979
9,2,10,-4.689230918884277,-5.496233940124512
10,3,2,-2.9963934421539307,-3.833686351776123
11,3,4,-3.6740148067474365,-3.5498671531677246
12,3,5,-4.165678977966309,-4.831628799438477
13,3,8,-4.32451868057251,-5.107887268066406
14,3,10,-4.789113521575928,-5.679068088531494
