,L,nh,x->y,y->x
0,1,2,-3.3392274379730225,-3.283053159713745
1,1,4,-2.9512784481048584,-3.3046822547912598
2,1,5,-3.2375221252441406,-3.3832552433013916
3,1,8,-3.067754030227661,-3.862903118133545
4,1,10,-3.248405933380127,-3.8983449935913086
5,2,2,-3.0521228313446045,-3.4090042114257812
6,2,4,-3.280052423477173,-3.3391261100769043
7,2,5,-3.235196828842163,-3.5556018352508545
8,2,8,-3.0417685508728027,-3.6820154190063477
9,2,10,-3.5622034072875977,-4.304487705230713
10,3,2,-3.157954216003418,-3.5240261554718018
11,3,4,-3.3824195861816406,-3.3701212406158447
12,3,5,-3.2615468502044678,-3.857424020767212
13,3,8,-3.2674319744110107,-3.787428855895996
14,3,10,-3.270220994949341,-3.9961369037628174
