,L,nh,x->y,y->x
0,1,2,-3.22477650642395,-3.184490919113159
1,1,4,-3.0290889739990234,-2.8700618743896484
2,1,5,-3.1819629669189453,-3.257275342941284
3,1,8,-3.8934993743896484,-3.479538679122925
4,1,10,-3.5561814308166504,-3.402237892150879
5,2,2,-3.4282686710357666,-3.745927095413208
6,2,4,-2.7236263751983643,-2.791348457336426
7,2,5,-3.1774821281433105,-3.330401659011841
8,2,8,-3.513190269470215,-3.660292387008667
9,2,10,-3.972755193710327,-4.018678188323975
10,3,2,-3.1661343574523926,-3.440016269683838
11,3,4,-2.7935872077941895,-2.841460704803467
12,3,5,-3.5339179039001465,-5.222329139709473
13,3,8,-3.813321828842163,-3.650249481201172
14,3,10,-4.024228096008301,-4.118391513824463
