,L,nh,x->y,y->x
0,1,2,-2.2936642169952393,-2.396366596221924
1,1,4,-2.313417911529541,-2.387571096420288
2,1,5,-2.4393150806427,-2.430067300796509
3,1,8,-2.2687745094299316,-2.3873074054718018
4,1,10,-2.2653071880340576,-2.3873534202575684
5,2,2,-2.2741506099700928,-2.3993992805480957
6,2,4,-2.2476160526275635,-2.3852007389068604
7,2,5,-2.293442964553833,-2.392998695373535
8,2,8,-2.258513927459717,-2.3833608627319336
9,2,10,-2.223191261291504,-2.379831552505493
10,3,2,-2.279334545135498,-2.3974449634552
11,3,4,-2.2534773349761963,-2.3813540935516357
12,3,5,-2.248993396759033,-2.378800630569458
13,3,8,-2.255491018295288,-2.38503360748291
14,3,10,-2.2185511589050293,-2.3811004161834717
