,L,nh,x->y,y->x
0,1,2,-3.641634464263916,-3.7085838317871094
1,1,4,-4.235161781311035,-4.057007312774658
2,1,5,-3.792886257171631,-3.7263875007629395
3,1,8,-4.734190940856934,-4.716462135314941
4,1,10,-3.5692436695098877,-3.5512261390686035
5,2,2,-3.451385736465454,-3.6064043045043945
6,2,4,-3.8039402961730957,-3.84370756149292
7,2,5,-3.758185625076294,-3.6581978797912598
8,2,8,-3.928570508956909,-3.879431962966919
9,2,10,-4.319960594177246,-4.411900520324707
10,3,2,-3.411878824234009,-3.648251533508301
11,3,4,-3.4644017219543457,-3.7679831981658936
12,3,5,-3.8136157989501953,-3.886461019515991
13,3,8,-4.203920841217041,-4.169352054595947
14,3,10,-4.314991474151611,-4.490332126617432
