,L,nh,x->y,y->x
0,1,2,-3.069899320602417,-3.023252010345459
1,1,4,-3.071370840072632,-3.189542293548584
2,1,5,-3.4934592247009277,-3.3957278728485107
3,1,8,-3.7856860160827637,-3.7833735942840576
4,1,10,-3.6637561321258545,-3.6015689373016357
5,2,2,-3.3811886310577393,-3.4721646308898926
6,2,4,-3.0740952491760254,-3.1924118995666504
7,2,5,-3.4829187393188477,-3.440676212310791
8,2,8,-4.008538722991943,-3.9217076301574707
9,2,10,-4.49354887008667,-4.350196361541748
10,3,2,-3.124213457107544,-3.31424880027771
11,3,4,-3.01285982131958,-3.074984550476074
12,3,5,-4.063751697540283,-3.9437286853790283
13,3,8,-4.188722610473633,-4.0603766441345215
14,3,10,-4.672013759613037,-4.507274627685547
