,L,nh,x->y,y->x
0,1,2,-3.3309593200683594,-3.3192057609558105
1,1,4,-3.0099711418151855,-3.030667781829834
2,1,5,-3.775959014892578,-3.786491870880127
3,1,8,-3.821112632751465,-3.83674693107605
4,1,10,-3.3347582817077637,-3.2456862926483154
5,2,2,-3.4125328063964844,-3.4444055557250977
6,2,4,-3.109732151031494,-3.1203880310058594
7,2,5,-3.872300386428833,-3.933516263961792
8,2,8,-4.030736446380615,-4.087122440338135
9,2,10,-3.9918177127838135,-3.823347330093384
10,3,2,-3.032158613204956,-3.17140531539917
11,3,4,-3.217402458190918,-3.298182249069214
12,3,5,-4.308284759521484,-4.322793006896973
13,3,8,-3.931882381439209,-3.91169810295105
14,3,10,-4.26231050491333,-4.067992210388184
