,L,nh,x->y,y->x
0,1,2,-1.098513126373291,-1.0316352844238281
1,1,4,-1.7675683498382568,-1.7991224527359009
2,1,5,-2.252633810043335,-2.1988892555236816
3,1,8,-3.0154690742492676,-3.0251619815826416
4,1,10,-2.207702875137329,-2.0806431770324707
5,2,2,-2.131338596343994,-2.1327931880950928
6,2,4,-0.6281437873840332,-0.6050577759742737
7,2,5,-1.7860803604125977,-1.7088485956192017
8,2,8,-2.186599016189575,-2.2443604469299316
9,2,10,-2.202899694442749,-1.7388279438018799
10,3,2,-1.1079022884368896,-1.1076838970184326
11,3,4,-0.2715522050857544,-0.17587989568710327
12,3,5,-1.7015594244003296,-1.2934871912002563
13,3,8,-1.8593329191207886,-1.8777903318405151
14,3,10,-2.112741470336914,-1.362498164176941
