,L,nh,x->y,y->x
0,1,2,-2.165337324142456,-2.17720627784729
1,1,4,-3.415067434310913,-3.4249186515808105
2,1,5,-3.4369614124298096,-3.410045623779297
3,1,8,-3.56923246383667,-3.6632041931152344
4,1,10,-2.4895026683807373,-2.5785434246063232
5,2,2,-3.1395723819732666,-3.1777806282043457
6,2,4,-3.2804198265075684,-3.270171880722046
7,2,5,-3.302288770675659,-3.3427670001983643
8,2,8,-3.570974588394165,-3.7233097553253174
9,2,10,-3.1069583892822266,-3.2255337238311768
10,3,2,-3.0244951248168945,-3.085313081741333
11,3,4,-2.804340124130249,-2.841750383377075
12,3,5,-3.437342643737793,-3.573073625564575
13,3,8,-3.512479305267334,-3.630244493484497
14,3,10,-3.295184373855591,-3.4101312160491943
