,L,nh,x->y,y->x
0,1,2,-2.680068016052246,-2.647298574447632
1,1,4,-3.1404366493225098,-3.2732908725738525
2,1,5,-3.2405893802642822,-3.333671808242798
3,1,8,-3.7031023502349854,-3.904283046722412
4,1,10,-3.6122913360595703,-3.69907283782959
5,2,2,-3.5872180461883545,-3.6904609203338623
6,2,4,-3.025017499923706,-3.322056770324707
7,2,5,-3.2197391986846924,-3.3880622386932373
8,2,8,-3.84779691696167,-4.157344341278076
9,2,10,-4.248451232910156,-4.421360492706299
10,3,2,-3.3435542583465576,-3.5815813541412354
11,3,4,-3.1827332973480225,-3.159011125564575
12,3,5,-3.8877499103546143,-4.082011699676514
13,3,8,-3.782864809036255,-4.056248188018799
14,3,10,-4.503628253936768,-4.698636531829834
