,L,nh,x->y,y->x
0,1,2,-4.127418518066406,-3.9725606441497803
1,1,4,-3.786651372909546,-3.8139970302581787
2,1,5,-4.431869983673096,-4.381774425506592
3,1,8,-3.4815101623535156,-3.487023115158081
4,1,10,-3.6170201301574707,-3.690192699432373
5,2,2,-4.085280895233154,-4.131066799163818
6,2,4,-3.4459218978881836,-3.5108282566070557
7,2,5,-4.032688140869141,-4.048464298248291
8,2,8,-3.9334428310394287,-3.4801557064056396
9,2,10,-3.461702585220337,-3.821038007736206
10,3,2,-3.9408271312713623,-3.963146209716797
11,3,4,-3.5502045154571533,-3.5177175998687744
12,3,5,-3.978642225265503,-4.128511428833008
13,3,8,-3.899611711502075,-3.5321974754333496
14,3,10,-3.468193769454956,-3.640009880065918
