,L,nh,x->y,y->x
0,1,2,-1.8316575288772583,-1.8880559206008911
1,1,4,-1.7999850511550903,-1.8716163635253906
2,1,5,-1.8238909244537354,-1.902573585510254
3,1,8,-1.7964377403259277,-1.8869765996932983
4,1,10,-1.8118999004364014,-1.8679075241088867
5,2,2,-1.8268547058105469,-1.8845524787902832
6,2,4,-1.8125792741775513,-1.8545012474060059
7,2,5,-1.8150101900100708,-1.8965239524841309
8,2,8,-1.796783447265625,-1.8592753410339355
9,2,10,-1.8219892978668213,-1.857069730758667
10,3,2,-1.8110408782958984,-1.8751870393753052
11,3,4,-1.8010104894638062,-1.8551703691482544
12,3,5,-1.7922372817993164,-1.8546565771102905
13,3,8,-1.7977405786514282,-1.8595783710479736
14,3,10,-1.8232853412628174,-1.85957670211792
