,L,nh,x->y,y->x
0,1,2,-1.9335782527923584,-1.9176167249679565
1,1,4,-1.7510364055633545,-1.7477147579193115
2,1,5,-2.0736329555511475,-2.064290761947632
3,1,8,-2.0424296855926514,-2.034811019897461
4,1,10,-2.1749460697174072,-2.1422486305236816
5,2,2,-1.7171717882156372,-1.7039952278137207
6,2,4,-1.5679502487182617,-1.5509213209152222
7,2,5,-1.7692352533340454,-1.7565805912017822
8,2,8,-1.7359358072280884,-1.7255553007125854
9,2,10,-2.3931849002838135,-2.3663673400878906
10,3,2,-1.6255710124969482,-1.6093412637710571
11,3,4,-1.618542194366455,-1.6009446382522583
12,3,5,-1.8805429935455322,-1.8374813795089722
13,3,8,-1.752541422843933,-1.7225828170776367
14,3,10,-1.9045871496200562,-1.8743512630462646
