,L,nh,x->y,y->x
0,1,2,-2.2221033573150635,-2.211928367614746
1,1,4,-3.395672082901001,-3.42132306098938
2,1,5,-3.4353091716766357,-3.336733341217041
3,1,8,-3.6657180786132812,-3.7773404121398926
4,1,10,-2.5021727085113525,-2.747793674468994
5,2,2,-3.2128896713256836,-3.316920280456543
6,2,4,-3.415647268295288,-3.209202289581299
7,2,5,-3.2716619968414307,-3.3789350986480713
8,2,8,-3.84570574760437,-3.7797675132751465
9,2,10,-3.0418150424957275,-3.69876766204834
10,3,2,-3.0839812755584717,-3.28941011428833
11,3,4,-3.1519381999969482,-2.891165018081665
12,3,5,-3.3101930618286133,-3.6940317153930664
13,3,8,-3.860485792160034,-3.6621837615966797
14,3,10,-3.2009522914886475,-3.945824146270752
