,L,nh,x->y,y->x
0,1,2,-3.730239152908325,-3.686145305633545
1,1,4,-2.872448205947876,-3.2472732067108154
2,1,5,-3.733320713043213,-3.890254259109497
3,1,8,-3.609856605529785,-4.510263442993164
4,1,10,-4.044778347015381,-4.451745510101318
5,2,2,-3.442904233932495,-3.7969863414764404
6,2,4,-3.0594840049743652,-3.7655277252197266
7,2,5,-3.600036144256592,-4.136773109436035
8,2,8,-3.764392375946045,-4.943767070770264
9,2,10,-4.6092209815979,-5.524743556976318
10,3,2,-2.9328720569610596,-3.8017656803131104
11,3,4,-3.6326582431793213,-3.4797654151916504
12,3,5,-4.078227996826172,-4.871926784515381
13,3,8,-4.266042709350586,-5.1350507736206055
14,3,10,-4.712804317474365,-5.717833995819092
