,L,nh,x->y,y->x
0,1,2,-3.246354103088379,-3.2017290592193604
1,1,4,-3.103544235229492,-3.2919275760650635
2,1,5,-3.834338426589966,-3.650714159011841
3,1,8,-4.089415550231934,-4.026516437530518
4,1,10,-3.7398524284362793,-3.5408148765563965
5,2,2,-3.523935556411743,-3.6677520275115967
6,2,4,-3.2693705558776855,-3.53598690032959
7,2,5,-3.7828619480133057,-3.8628315925598145
8,2,8,-4.484588146209717,-4.427359104156494
9,2,10,-4.579830169677734,-4.417415142059326
10,3,2,-3.2033793926239014,-3.5266778469085693
11,3,4,-3.2764081954956055,-3.48125958442688
12,3,5,-4.384732246398926,-4.35139799118042
13,3,8,-4.449199676513672,-4.285805702209473
14,3,10,-4.872162818908691,-4.738259315490723
