,L,nh,x->y,y->x
0,1,2,-2.628666400909424,-2.531212329864502
1,1,4,-3.1516058444976807,-3.3073151111602783
2,1,5,-3.6975114345550537,-3.548541307449341
3,1,8,-4.301543712615967,-3.9148216247558594
4,1,10,-3.7746307849884033,-3.531212091445923
5,2,2,-3.749929189682007,-3.706160068511963
6,2,4,-3.140657901763916,-3.7051842212677
7,2,5,-3.9249749183654785,-3.695040225982666
8,2,8,-4.809508800506592,-4.245206832885742
9,2,10,-4.68808650970459,-4.347823619842529
10,3,2,-3.7186431884765625,-3.7124199867248535
11,3,4,-3.5499024391174316,-3.9125287532806396
12,3,5,-4.572997570037842,-4.213027477264404
13,3,8,-4.662633419036865,-4.117806911468506
14,3,10,-5.07099723815918,-4.75018310546875
