,L,nh,x->y,y->x
0,1,2,-2.4027562141418457,-2.436281204223633
1,1,4,-2.377474784851074,-2.446629524230957
2,1,5,-2.5249979496002197,-2.493497610092163
3,1,8,-2.3115901947021484,-2.429198741912842
4,1,10,-2.306565999984741,-2.4365360736846924
5,2,2,-2.332388401031494,-2.440216541290283
6,2,4,-2.28179931640625,-2.418283462524414
7,2,5,-2.3569531440734863,-2.4401135444641113
8,2,8,-2.277600049972534,-2.4240880012512207
9,2,10,-2.2423267364501953,-2.4219038486480713
10,3,2,-2.35107421875,-2.43235445022583
11,3,4,-2.2810113430023193,-2.4177441596984863
12,3,5,-2.262538433074951,-2.419226884841919
13,3,8,-2.2738759517669678,-2.4237680435180664
14,3,10,-2.2417612075805664,-2.425746440887451
