,L,nh,x->y,y->x
0,1,2,-2.658939838409424,-2.700998544692993
1,1,4,-2.6159000396728516,-2.6828763484954834
2,1,5,-2.6174614429473877,-2.6966052055358887
3,1,8,-2.621837854385376,-2.6831722259521484
4,1,10,-2.6190080642700195,-2.6848537921905518
5,2,2,-2.622755765914917,-2.690742254257202
6,2,4,-2.6113438606262207,-2.680223226547241
7,2,5,-2.610732078552246,-2.6860873699188232
8,2,8,-2.611804485321045,-2.680415391921997
9,2,10,-2.6079812049865723,-2.686685800552368
10,3,2,-2.608459711074829,-2.683259963989258
11,3,4,-2.6068484783172607,-2.6783740520477295
12,3,5,-2.6069164276123047,-2.682699680328369
13,3,8,-2.6076083183288574,-2.6812124252319336
14,3,10,-2.6071054935455322,-2.68650484085083
