,L,nh,x->y,y->x
0,1,2,-3.2133138179779053,-3.1994497776031494
1,1,4,-3.1719422340393066,-3.3526856899261475
2,1,5,-3.8321588039398193,-3.68630313873291
3,1,8,-4.066585063934326,-4.0655837059021
4,1,10,-3.7432172298431396,-3.6038215160369873
5,2,2,-3.5248565673828125,-3.691243886947632
6,2,4,-3.396920680999756,-3.580610513687134
7,2,5,-3.7903599739074707,-3.8199121952056885
8,2,8,-4.436108112335205,-4.468871593475342
9,2,10,-4.574868202209473,-4.497806072235107
10,3,2,-3.247387170791626,-3.5417652130126953
11,3,4,-3.3225927352905273,-3.5083630084991455
12,3,5,-4.36960506439209,-4.375722408294678
13,3,8,-4.392556190490723,-4.357881546020508
14,3,10,-4.868092060089111,-4.819051742553711
