,L,nh,x->y,y->x
0,1,2,-4.205431938171387,-4.327193260192871
1,1,4,-4.33730411529541,-3.866356611251831
2,1,5,-4.2984466552734375,-3.9914820194244385
3,1,8,-4.3973517417907715,-3.69250750541687
4,1,10,-4.412445545196533,-4.0851149559021
5,2,2,-4.2487006187438965,-4.305003643035889
6,2,4,-4.370214939117432,-4.441128730773926
7,2,5,-4.351624011993408,-4.158165454864502
8,2,8,-4.344609260559082,-4.106548309326172
9,2,10,-4.522768497467041,-3.852207660675049
10,3,2,-4.337912559509277,-4.352198123931885
11,3,4,-4.352425575256348,-4.460102081298828
12,3,5,-4.35524320602417,-3.8859856128692627
13,3,8,-4.349508762359619,-4.292610168457031
14,3,10,-4.340573310852051,-4.2345428466796875
