,L,nh,x->y,y->x
0,1,2,-4.259519100189209,-4.205626487731934
1,1,4,-3.5213801860809326,-4.038293838500977
2,1,5,-3.727360248565674,-4.162310600280762
3,1,8,-3.4153990745544434,-4.572586536407471
4,1,10,-4.09841251373291,-4.580082416534424
5,2,2,-3.684673309326172,-4.148817539215088
6,2,4,-4.096829891204834,-4.248783588409424
7,2,5,-3.690418004989624,-4.451262474060059
8,2,8,-3.5320346355438232,-4.4799323081970215
9,2,10,-4.1071367263793945,-5.051780700683594
10,3,2,-3.954228639602661,-4.377466678619385
11,3,4,-4.09635066986084,-4.252659797668457
12,3,5,-3.6681177616119385,-4.650662899017334
13,3,8,-3.5830178260803223,-4.609403133392334
14,3,10,-3.9528751373291016,-4.770063877105713
