,L,nh,x->y,y->x
0,1,2,-2.9554879665374756,-3.0334982872009277
1,1,4,-3.0323266983032227,-2.9186336994171143
2,1,5,-3.1632537841796875,-3.2533416748046875
3,1,8,-3.384735345840454,-3.253333568572998
4,1,10,-3.285398006439209,-3.310802698135376
5,2,2,-3.0537631511688232,-2.9886953830718994
6,2,4,-2.9561140537261963,-2.930643320083618
7,2,5,-3.185040235519409,-3.1457653045654297
8,2,8,-3.241626024246216,-3.0791101455688477
9,2,10,-3.944399833679199,-3.8530149459838867
10,3,2,-2.985422134399414,-2.845581293106079
11,3,4,-2.8897297382354736,-2.862856149673462
12,3,5,-3.4626872539520264,-3.335136890411377
13,3,8,-3.499014377593994,-3.385688543319702
14,3,10,-3.8219716548919678,-3.7396247386932373
