,L,nh,x->y,y->x
0,1,2,-4.941171646118164,-5.100505352020264
1,1,4,-3.599381685256958,-3.903062343597412
2,1,5,-3.706399917602539,-4.550216197967529
3,1,8,-3.24707293510437,-4.936992168426514
4,1,10,-3.819967746734619,-5.710253715515137
5,2,2,-3.856818199157715,-3.685119152069092
6,2,4,-4.414713382720947,-4.815939903259277
7,2,5,-3.5211329460144043,-5.0328545570373535
8,2,8,-3.1384036540985107,-4.801182746887207
9,2,10,-4.002868175506592,-6.701564311981201
10,3,2,-4.354237079620361,-3.9846553802490234
11,3,4,-6.649172782897949,-4.5454792976379395
12,3,5,-3.7523722648620605,-5.336385250091553
13,3,8,-3.579737663269043,-5.45612096786499
14,3,10,-3.8608970642089844,-6.4473700523376465
