,L,nh,x->y,y->x
0,1,2,-3.2047014236450195,-3.139523983001709
1,1,4,-3.058173656463623,-3.281567096710205
2,1,5,-3.8124983310699463,-3.6317522525787354
3,1,8,-4.12502384185791,-4.002981662750244
4,1,10,-3.789263963699341,-3.5326783657073975
5,2,2,-3.526012659072876,-3.6539433002471924
6,2,4,-3.216707944869995,-3.5633533000946045
7,2,5,-3.7646119594573975,-3.804234743118286
8,2,8,-4.539694309234619,-4.4029011726379395
9,2,10,-4.634446620941162,-4.412355422973633
10,3,2,-3.201528787612915,-3.5087029933929443
11,3,4,-3.2819628715515137,-3.4561803340911865
12,3,5,-4.390741348266602,-4.310126304626465
13,3,8,-4.521080493927002,-4.28133487701416
14,3,10,-4.917061805725098,-4.722633361816406
