,L,nh,x->y,y->x
0,1,2,-3.066030502319336,-3.000079870223999
1,1,4,-3.0399374961853027,-3.1439552307128906
2,1,5,-3.436412811279297,-3.4176385402679443
3,1,8,-3.7919578552246094,-3.8001534938812256
4,1,10,-3.3963327407836914,-3.287970542907715
5,2,2,-3.2601664066314697,-3.2388556003570557
6,2,4,-2.972608804702759,-2.93707013130188
7,2,5,-3.3348212242126465,-3.410318374633789
8,2,8,-3.6522440910339355,-3.6448371410369873
9,2,10,-4.020984649658203,-3.970261812210083
10,3,2,-2.8872506618499756,-2.9553706645965576
11,3,4,-2.972310781478882,-2.8150713443756104
12,3,5,-3.681873321533203,-3.7122955322265625
13,3,8,-3.8691627979278564,-3.797229528427124
14,3,10,-4.154884338378906,-4.125924110412598
