,L,nh,x->y,y->x
0,1,2,-2.8353607654571533,-2.873033285140991
1,1,4,-2.9866814613342285,-2.921441078186035
2,1,5,-3.0932600498199463,-3.1564972400665283
3,1,8,-3.311933994293213,-3.3460164070129395
4,1,10,-3.2058169841766357,-3.3279099464416504
5,2,2,-2.981839418411255,-2.9424591064453125
6,2,4,-2.8862693309783936,-2.8605754375457764
7,2,5,-3.101633071899414,-3.1293070316314697
8,2,8,-3.1816747188568115,-3.1984236240386963
9,2,10,-3.857926845550537,-3.9172635078430176
10,3,2,-2.8950982093811035,-2.8476052284240723
11,3,4,-2.8472492694854736,-2.864208221435547
12,3,5,-3.375833034515381,-3.414207696914673
13,3,8,-3.4276201725006104,-3.4608449935913086
14,3,10,-3.726757287979126,-3.795579195022583
