,L,nh,x->y,y->x
0,1,2,-3.3698503971099854,-3.380047559738159
1,1,4,-3.232940912246704,-3.2402729988098145
2,1,5,-3.7287280559539795,-3.6713550090789795
3,1,8,-4.171765327453613,-3.9751553535461426
4,1,10,-3.768139362335205,-3.795637607574463
5,2,2,-3.679063081741333,-3.526052236557007
6,2,4,-3.4507055282592773,-3.6045730113983154
7,2,5,-3.9771056175231934,-3.8105878829956055
8,2,8,-4.532951354980469,-4.32274866104126
9,2,10,-4.625338554382324,-4.602144241333008
10,3,2,-3.5323455333709717,-3.148207187652588
11,3,4,-3.4778592586517334,-3.517102003097534
12,3,5,-4.564623832702637,-4.345939636230469
13,3,8,-4.536134243011475,-4.425940036773682
14,3,10,-4.906247615814209,-4.841373920440674
