,L,nh,x->y,y->x
0,1,2,-3.229318141937256,-3.2171738147735596
1,1,4,-2.706547498703003,-2.7418603897094727
2,1,5,-3.594496250152588,-3.5596976280212402
3,1,8,-3.500880479812622,-3.487452983856201
4,1,10,-3.032470703125,-2.9244027137756348
5,2,2,-3.153918743133545,-3.2845330238342285
6,2,4,-2.5924997329711914,-2.5873003005981445
7,2,5,-3.5812318325042725,-3.621819496154785
8,2,8,-3.6234755516052246,-3.0284945964813232
9,2,10,-3.2060256004333496,-3.0436296463012695
10,3,2,-2.6420469284057617,-2.9425408840179443
11,3,4,-2.6298491954803467,-2.5205790996551514
12,3,5,-3.91963791847229,-3.9243667125701904
13,3,8,-3.6255271434783936,-2.8189992904663086
14,3,10,-3.23112154006958,-3.0666966438293457
