,L,nh,x->y,y->x
0,1,2,-2.829744338989258,-2.8028674125671387
1,1,4,-2.792083740234375,-2.707087755203247
2,1,5,-3.4704926013946533,-3.306697368621826
3,1,8,-4.032930850982666,-3.736208438873291
4,1,10,-3.897216558456421,-3.813887596130371
5,2,2,-3.7976462841033936,-3.69106388092041
6,2,4,-2.8927621841430664,-2.702613115310669
7,2,5,-3.820234775543213,-3.6282060146331787
8,2,8,-4.353990077972412,-3.9885222911834717
9,2,10,-4.6902546882629395,-4.525871276855469
10,3,2,-3.6641194820404053,-3.4425911903381348
11,3,4,-3.233630657196045,-3.348226547241211
12,3,5,-4.477291107177734,-4.273606777191162
13,3,8,-4.14071798324585,-3.7676939964294434
14,3,10,-5.089756488800049,-4.890496730804443
