,L,nh,x->y,y->x
0,1,2,-3.5802366733551025,-3.476977825164795
1,1,4,-3.5158894062042236,-3.4838740825653076
2,1,5,-3.4678964614868164,-3.466707468032837
3,1,8,-3.518232583999634,-3.5198702812194824
4,1,10,-3.47491717338562,-3.5044379234313965
5,2,2,-3.542508840560913,-3.499321222305298
6,2,4,-3.5139400959014893,-3.490412950515747
7,2,5,-3.4684245586395264,-3.528330087661743
8,2,8,-3.501250982284546,-3.5023107528686523
9,2,10,-3.487088680267334,-3.500807046890259
10,3,2,-3.5103282928466797,-3.5027949810028076
11,3,4,-3.501875162124634,-3.4845738410949707
12,3,5,-3.4999358654022217,-3.515772819519043
13,3,8,-3.4876935482025146,-3.488133668899536
14,3,10,-3.483859062194824,-3.485949754714966
