,L,nh,x->y,y->x
0,1,2,-1.2693595886230469,-1.1814874410629272
1,1,4,-1.0797525644302368,-1.147247314453125
2,1,5,-1.2581596374511719,-1.3053058385849
3,1,8,-0.9539521932601929,-1.023155689239502
4,1,10,-0.9930009245872498,-1.063398003578186
5,2,2,-0.9383758306503296,-0.9136986136436462
6,2,4,-0.7137971520423889,-0.8611685633659363
7,2,5,-0.7239749431610107,-0.8312476873397827
8,2,8,-0.7358290553092957,-0.8582535982131958
9,2,10,-0.6983389854431152,-0.8616681694984436
10,3,2,-0.7049502730369568,-0.868935763835907
11,3,4,-0.7071103453636169,-0.8545765280723572
12,3,5,-0.6967812180519104,-0.8445028066635132
13,3,8,-0.7188904285430908,-0.8643447160720825
14,3,10,-0.7075332403182983,-0.8532314896583557
