,L,nh,x->y,y->x
0,1,2,-3.390211582183838,-3.619386672973633
1,1,4,-3.317572832107544,-2.8188114166259766
2,1,5,-3.3335254192352295,-3.288196325302124
3,1,8,-4.187950611114502,-2.8644068241119385
4,1,10,-3.764946937561035,-3.9888293743133545
5,2,2,-4.08653450012207,-3.432097911834717
6,2,4,-3.252812147140503,-2.880936861038208
7,2,5,-3.8164262771606445,-2.9618961811065674
8,2,8,-4.5342559814453125,-2.723909616470337
9,2,10,-4.846241474151611,-3.960890769958496
10,3,2,-4.331754684448242,-2.923957347869873
11,3,4,-3.0934011936187744,-3.4424870014190674
12,3,5,-4.5909247398376465,-3.3284788131713867
13,3,8,-4.577540874481201,-3.287386417388916
14,3,10,-5.064750671386719,-3.903663396835327
