,L,nh,x->y,y->x
0,1,2,-2.4944262504577637,-2.529606819152832
1,1,4,-2.6039865016937256,-2.6344594955444336
2,1,5,-2.744643211364746,-2.8141627311706543
3,1,8,-2.8307619094848633,-2.9970479011535645
4,1,10,-2.6105263233184814,-2.958157539367676
5,2,2,-2.6115341186523438,-2.595705270767212
6,2,4,-2.5189340114593506,-2.4796738624572754
7,2,5,-2.6772642135620117,-2.7269954681396484
8,2,8,-2.658452033996582,-2.825892210006714
9,2,10,-2.9982900619506836,-3.4108548164367676
10,3,2,-2.5422916412353516,-2.5618834495544434
11,3,4,-2.5353434085845947,-2.5827815532684326
12,3,5,-2.757225513458252,-2.9337544441223145
13,3,8,-2.743784189224243,-2.9298319816589355
14,3,10,-2.8014438152313232,-3.093782663345337
