,L,nh,x->y,y->x
0,1,2,-2.7864086627960205,-2.7889628410339355
1,1,4,-2.7756567001342773,-2.833188533782959
2,1,5,-2.817265748977661,-2.824781894683838
3,1,8,-2.726088285446167,-2.824281930923462
4,1,10,-2.752617597579956,-2.804964065551758
5,2,2,-2.8126652240753174,-2.822324752807617
6,2,4,-2.7267439365386963,-2.8160688877105713
7,2,5,-2.732642889022827,-2.8216609954833984
8,2,8,-2.744493007659912,-2.82785964012146
9,2,10,-2.720789909362793,-2.8231914043426514
10,3,2,-2.796189308166504,-2.8213655948638916
11,3,4,-2.7104785442352295,-2.8200602531433105
12,3,5,-2.715970754623413,-2.8681485652923584
13,3,8,-2.7372922897338867,-2.8297231197357178
14,3,10,-2.727919816970825,-2.8326165676116943
