,L,nh,x->y,y->x
0,1,2,-2.6569502353668213,-2.710305690765381
1,1,4,-2.978605270385742,-2.8618240356445312
2,1,5,-3.1244349479675293,-3.281038999557495
3,1,8,-3.5766539573669434,-3.7003073692321777
4,1,10,-3.3338027000427246,-3.5129294395446777
5,2,2,-3.2674996852874756,-3.209209680557251
6,2,4,-2.9082303047180176,-2.7006335258483887
7,2,5,-3.1734116077423096,-3.285046100616455
8,2,8,-3.741508722305298,-3.852149724960327
9,2,10,-4.174436092376709,-4.306814670562744
10,3,2,-3.0204169750213623,-2.937906265258789
11,3,4,-2.8079521656036377,-2.7282602787017822
12,3,5,-3.7585525512695312,-3.8676321506500244
13,3,8,-3.8659169673919678,-3.965013027191162
14,3,10,-4.332680702209473,-4.456063747406006
