,L,nh,x->y,y->x
0,1,2,-1.4522264003753662,-1.4633350372314453
1,1,4,-0.9574572443962097,-0.9649381041526794
2,1,5,-1.2192925214767456,-1.2218793630599976
3,1,8,-0.7156302332878113,-0.7206705808639526
4,1,10,-0.6318234205245972,-0.6287890672683716
5,2,2,-0.7319381833076477,-0.7648909091949463
6,2,4,-0.4942135512828827,-0.5053906440734863
7,2,5,-0.6078635454177856,-0.6092415452003479
8,2,8,-0.48821061849594116,-0.4901750981807709
9,2,10,-0.4885222017765045,-0.4839043617248535
10,3,2,-0.5281293392181396,-0.5240819454193115
11,3,4,-0.502891480922699,-0.5278704166412354
12,3,5,-0.5906927585601807,-0.6065223813056946
13,3,8,-0.4759378135204315,-0.4826207160949707
14,3,10,-0.48566755652427673,-0.4786522388458252
