,L,nh,x->y,y->x
0,1,2,-5.266186714172363,-5.203324317932129
1,1,4,-4.179309368133545,-3.8010005950927734
2,1,5,-5.10645866394043,-3.8786957263946533
3,1,8,-5.660082817077637,-3.600243330001831
4,1,10,-5.996830463409424,-4.378960132598877
5,2,2,-3.9880058765411377,-3.8890249729156494
6,2,4,-5.580574989318848,-4.528397560119629
7,2,5,-5.668822765350342,-3.761970043182373
8,2,8,-5.230620384216309,-3.3842711448669434
9,2,10,-6.4273362159729,-4.418692588806152
10,3,2,-4.469717979431152,-4.150754451751709
11,3,4,-5.158987522125244,-5.0873122215271
12,3,5,-5.529883861541748,-3.620021104812622
13,3,8,-5.866735458374023,-3.7886781692504883
14,3,10,-6.325087547302246,-4.284681797027588
