,L,nh,x->y,y->x
0,1,2,-2.5234994888305664,-2.860787868499756
1,1,4,-2.490074872970581,-2.8487324714660645
2,1,5,-2.5742416381835938,-2.862933397293091
3,1,8,-2.472055196762085,-2.847358226776123
4,1,10,-2.472069501876831,-2.8535900115966797
5,2,2,-2.4804527759552,-2.8598456382751465
6,2,4,-2.4663522243499756,-2.847560405731201
7,2,5,-2.4653334617614746,-2.8544368743896484
8,2,8,-2.459885358810425,-2.8488264083862305
9,2,10,-2.4676692485809326,-2.8566904067993164
10,3,2,-2.471892833709717,-2.85205078125
11,3,4,-2.4573981761932373,-2.8511288166046143
12,3,5,-2.4499998092651367,-2.851815938949585
13,3,8,-2.460585355758667,-2.85671329498291
14,3,10,-2.4603724479675293,-2.8558743000030518
