,L,nh,x->y,y->x
0,1,2,-2.4258978366851807,-2.442382335662842
1,1,4,-2.393669366836548,-2.4469034671783447
2,1,5,-2.5419764518737793,-2.503235340118408
3,1,8,-2.3335981369018555,-2.434375047683716
4,1,10,-2.3193039894104004,-2.4374382495880127
5,2,2,-2.352494716644287,-2.4467382431030273
6,2,4,-2.3030173778533936,-2.421741247177124
7,2,5,-2.374833345413208,-2.439594268798828
8,2,8,-2.302319288253784,-2.4267492294311523
9,2,10,-2.2693076133728027,-2.423527956008911
10,3,2,-2.365328550338745,-2.4309375286102295
11,3,4,-2.3029139041900635,-2.417194366455078
12,3,5,-2.288823127746582,-2.422748565673828
13,3,8,-2.2956621646881104,-2.4270575046539307
14,3,10,-2.2674367427825928,-2.4262800216674805
