,L,nh,x->y,y->x
0,1,2,-3.6844348907470703,-3.665347099304199
1,1,4,-2.779217004776001,-2.799731492996216
2,1,5,-3.349456548690796,-3.3463568687438965
3,1,8,-2.979281187057495,-3.345372200012207
4,1,10,-3.8149309158325195,-3.662865400314331
5,2,2,-3.1670308113098145,-2.9770731925964355
6,2,4,-3.2191035747528076,-2.997260570526123
7,2,5,-3.136791467666626,-3.228364944458008
8,2,8,-2.9488680362701416,-3.2044801712036133
9,2,10,-4.288236618041992,-4.34842586517334
10,3,2,-2.9297823905944824,-2.9160900115966797
11,3,4,-3.098578929901123,-3.004706859588623
12,3,5,-3.4655401706695557,-3.6734931468963623
13,3,8,-3.485037088394165,-3.711122751235962
14,3,10,-4.165895938873291,-4.228851318359375
