,L,nh,x->y,y->x
0,1,2,-4.002236843109131,-4.057676315307617
1,1,4,-2.9821231365203857,-3.3226263523101807
2,1,5,-3.89133358001709,-4.067770004272461
3,1,8,-3.7956464290618896,-4.443269729614258
4,1,10,-4.240375995635986,-4.356433868408203
5,2,2,-3.5070960521698,-3.766930103302002
6,2,4,-3.2168095111846924,-3.8656234741210938
7,2,5,-3.834221839904785,-4.183468341827393
8,2,8,-3.9174106121063232,-4.774859428405762
9,2,10,-4.835058212280273,-5.367947101593018
10,3,2,-3.065488338470459,-3.6559958457946777
11,3,4,-3.7040371894836426,-3.6846730709075928
12,3,5,-4.30597448348999,-4.824897766113281
13,3,8,-4.419213771820068,-5.111186504364014
14,3,10,-4.920365333557129,-5.585033416748047
