,L,nh,x->y,y->x
0,1,2,-3.055366277694702,-3.043964147567749
1,1,4,-2.806765079498291,-2.799945116043091
2,1,5,-2.9791982173919678,-3.038208246231079
3,1,8,-3.0841705799102783,-3.032465934753418
4,1,10,-3.030045509338379,-3.0991296768188477
5,2,2,-2.8855698108673096,-2.850299119949341
6,2,4,-2.7470614910125732,-2.7691664695739746
7,2,5,-2.773995876312256,-2.847001314163208
8,2,8,-2.9247992038726807,-2.88272762298584
9,2,10,-3.309323787689209,-3.446274518966675
10,3,2,-2.8199214935302734,-2.7772793769836426
11,3,4,-2.7329342365264893,-2.825108051300049
12,3,5,-2.9741973876953125,-3.0052075386047363
13,3,8,-2.9890167713165283,-2.966857671737671
14,3,10,-3.082533359527588,-3.212425470352173
