,L,nh,x->y,y->x
0,1,2,-3.0223851203918457,-3.0065412521362305
1,1,4,-3.1225550174713135,-3.1090738773345947
2,1,5,-3.3932478427886963,-3.4425716400146484
3,1,8,-3.4553117752075195,-3.7432026863098145
4,1,10,-3.4134671688079834,-3.5174224376678467
5,2,2,-3.324984312057495,-3.3331785202026367
6,2,4,-3.153921604156494,-3.0528464317321777
7,2,5,-3.325735569000244,-3.4811646938323975
8,2,8,-3.4940221309661865,-3.8849165439605713
9,2,10,-4.088583469390869,-4.283758640289307
10,3,2,-3.1129238605499268,-3.1811017990112305
11,3,4,-2.9086759090423584,-2.8932900428771973
12,3,5,-3.7843456268310547,-3.972116708755493
13,3,8,-3.7264115810394287,-3.99170184135437
14,3,10,-4.220522880554199,-4.433424949645996
