,L,nh,x->y,y->x
0,1,2,-3.218034267425537,-3.201361656188965
1,1,4,-3.265465259552002,-3.232510805130005
2,1,5,-3.4609100818634033,-3.543177366256714
3,1,8,-3.7192273139953613,-3.979661226272583
4,1,10,-3.571847677230835,-3.7499332427978516
5,2,2,-3.4756381511688232,-3.437450408935547
6,2,4,-3.3747193813323975,-3.2415945529937744
7,2,5,-3.4560153484344482,-3.5935027599334717
8,2,8,-3.806706428527832,-4.068732738494873
9,2,10,-4.27258825302124,-4.539072036743164
10,3,2,-3.3034512996673584,-3.286325216293335
11,3,4,-3.2138075828552246,-3.1235268115997314
12,3,5,-3.937040328979492,-4.118638038635254
13,3,8,-4.0399956703186035,-4.264115810394287
14,3,10,-4.401595115661621,-4.660478115081787
