,L,nh,x->y,y->x
0,1,2,-2.4890835285186768,-2.4934942722320557
1,1,4,-2.453714609146118,-2.4952356815338135
2,1,5,-2.612504720687866,-2.5236074924468994
3,1,8,-2.3760054111480713,-2.484299659729004
4,1,10,-2.3631246089935303,-2.4917399883270264
5,2,2,-2.41420578956604,-2.493854522705078
6,2,4,-2.345860481262207,-2.4707329273223877
7,2,5,-2.43575382232666,-2.4856669902801514
8,2,8,-2.344789505004883,-2.4864718914031982
9,2,10,-2.3099210262298584,-2.4828567504882812
10,3,2,-2.423815965652466,-2.485973834991455
11,3,4,-2.3395676612854004,-2.4715723991394043
12,3,5,-2.322618007659912,-2.4799489974975586
13,3,8,-2.335810661315918,-2.4811410903930664
14,3,10,-2.30914306640625,-2.495851993560791
