,L,nh,x->y,y->x
0,1,2,-4.451213359832764,-4.063529014587402
1,1,4,-3.842881441116333,-4.082321643829346
2,1,5,-3.5467073917388916,-3.684100866317749
3,1,8,-3.1695213317871094,-5.181423187255859
4,1,10,-4.908885955810547,-4.655229568481445
5,2,2,-4.135606288909912,-4.886045455932617
6,2,4,-4.16261100769043,-4.577319145202637
7,2,5,-3.2458291053771973,-4.678487777709961
8,2,8,-3.0205395221710205,-6.899948596954346
9,2,10,-4.770544052124023,-7.24992036819458
10,3,2,-3.6733834743499756,-5.541060924530029
11,3,4,-7.084020137786865,-3.822399854660034
12,3,5,-3.7029943466186523,-5.514222145080566
13,3,8,-3.589524745941162,-6.948672294616699
14,3,10,-4.886195182800293,-8.040031433105469
