,L,nh,x->y,y->x
0,1,2,-3.313567876815796,-3.318953037261963
1,1,4,-3.14814829826355,-3.15959095954895
2,1,5,-3.559892177581787,-3.6107399463653564
3,1,8,-3.972881317138672,-3.9182229042053223
4,1,10,-3.8338050842285156,-3.6921138763427734
5,2,2,-3.5267457962036133,-3.4229061603546143
6,2,4,-3.2643978595733643,-3.290724992752075
7,2,5,-3.5996992588043213,-3.6646981239318848
8,2,8,-4.119892120361328,-4.099635124206543
9,2,10,-4.576552867889404,-4.496583461761475
10,3,2,-3.3174026012420654,-3.187169075012207
11,3,4,-3.2280702590942383,-3.192803382873535
12,3,5,-4.157007694244385,-4.154073715209961
13,3,8,-4.3171706199646,-4.296323299407959
14,3,10,-4.720682621002197,-4.674452781677246
