,L,nh,x->y,y->x
0,1,2,-2.8995201587677,-3.102238416671753
1,1,4,-3.2073729038238525,-3.1709096431732178
2,1,5,-3.3382208347320557,-3.6261143684387207
3,1,8,-3.660111427307129,-3.959200143814087
4,1,10,-3.2519772052764893,-3.6810717582702637
5,2,2,-3.4887139797210693,-3.4096031188964844
6,2,4,-3.2397589683532715,-3.2513434886932373
7,2,5,-3.3922669887542725,-3.532869338989258
8,2,8,-3.8461129665374756,-4.311655044555664
9,2,10,-4.170852184295654,-4.428529262542725
10,3,2,-3.389479875564575,-3.2178332805633545
11,3,4,-3.1108644008636475,-3.6738576889038086
12,3,5,-3.9497663974761963,-4.162987232208252
13,3,8,-3.9277796745300293,-4.345088005065918
14,3,10,-4.384951114654541,-4.606392860412598
