,L,nh,x->y,y->x
0,1,2,-2.2942276000976562,-2.3265416622161865
1,1,4,-3.167884588241577,-3.1943113803863525
2,1,5,-3.3087878227233887,-3.3584907054901123
3,1,8,-3.574066162109375,-3.5955638885498047
4,1,10,-2.541166305541992,-2.6747305393218994
5,2,2,-3.128049850463867,-3.1053967475891113
6,2,4,-3.0170438289642334,-2.931532144546509
7,2,5,-3.3102946281433105,-3.3409476280212402
8,2,8,-3.6686906814575195,-3.6143953800201416
9,2,10,-3.272779703140259,-3.5006659030914307
10,3,2,-2.958082437515259,-2.886223554611206
11,3,4,-2.714106798171997,-2.679192066192627
12,3,5,-3.452012062072754,-3.6502790451049805
13,3,8,-3.624990701675415,-3.5472233295440674
14,3,10,-3.454056739807129,-3.700578212738037
