,L,nh,x->y,y->x
0,1,2,-3.4433205127716064,-3.3824427127838135
1,1,4,-2.880533456802368,-3.269249677658081
2,1,5,-3.9044065475463867,-3.9543497562408447
3,1,8,-3.991215467453003,-4.556427001953125
4,1,10,-4.156600475311279,-3.9840683937072754
5,2,2,-3.667743444442749,-4.0444722175598145
6,2,4,-2.981626033782959,-3.9020402431488037
7,2,5,-3.8715591430664062,-4.481930732727051
8,2,8,-4.55308723449707,-5.1338419914245605
9,2,10,-4.840877532958984,-4.921759128570557
10,3,2,-3.1206064224243164,-4.190639972686768
11,3,4,-3.9318137168884277,-3.91756272315979
12,3,5,-4.580560684204102,-5.014736652374268
13,3,8,-4.691803455352783,-5.114652633666992
14,3,10,-5.157931804656982,-5.308455944061279
