,L,nh,x->y,y->x
0,1,2,-2.843214273452759,-2.8258535861968994
1,1,4,-2.817142963409424,-2.8410308361053467
2,1,5,-2.851713180541992,-2.842902421951294
3,1,8,-2.8483200073242188,-2.8594422340393066
4,1,10,-2.90266489982605,-2.837040424346924
5,2,2,-2.8416316509246826,-2.8493833541870117
6,2,4,-2.8171253204345703,-2.8222134113311768
7,2,5,-2.819911479949951,-2.8300397396087646
8,2,8,-2.818042755126953,-2.8349993228912354
9,2,10,-2.871647357940674,-2.857189893722534
10,3,2,-2.8260722160339355,-2.8325679302215576
11,3,4,-2.829782485961914,-2.829813241958618
12,3,5,-2.816741466522217,-2.83201265335083
13,3,8,-2.81799054145813,-2.8362255096435547
14,3,10,-2.8261148929595947,-2.815635919570923
