,L,nh,x->y,y->x
0,1,2,-3.1553173065185547,-3.2772464752197266
1,1,4,-3.021840810775757,-2.575106620788574
2,1,5,-3.3324527740478516,-3.7760531902313232
3,1,8,-3.673196792602539,-3.94708251953125
4,1,10,-3.310708999633789,-3.7025234699249268
5,2,2,-3.6775119304656982,-3.256342649459839
6,2,4,-3.090017557144165,-2.570128917694092
7,2,5,-3.55814528465271,-3.6036107540130615
8,2,8,-3.8133394718170166,-4.26497220993042
9,2,10,-3.9045724868774414,-4.426494121551514
10,3,2,-3.529453992843628,-2.761630058288574
11,3,4,-3.1704158782958984,-2.634295701980591
12,3,5,-3.9611756801605225,-4.1966071128845215
13,3,8,-3.701894760131836,-4.221266269683838
14,3,10,-4.186696529388428,-4.683652400970459
