,L,nh,x->y,y->x
0,1,2,-4.092936038970947,-4.100224494934082
1,1,4,-2.5827648639678955,-2.6838576793670654
2,1,5,-4.21197509765625,-4.219001293182373
3,1,8,-4.126183032989502,-4.290480613708496
4,1,10,-4.190732479095459,-4.152417182922363
5,2,2,-3.6331193447113037,-3.8138246536254883
6,2,4,-2.725273370742798,-2.894526243209839
7,2,5,-4.496671199798584,-4.589568138122559
8,2,8,-4.829168319702148,-4.882709980010986
9,2,10,-4.681897163391113,-4.724448204040527
10,3,2,-3.0377349853515625,-3.4172070026397705
11,3,4,-4.214290142059326,-4.202219009399414
12,3,5,-5.072197437286377,-5.146101951599121
13,3,8,-5.127175331115723,-5.158854961395264
14,3,10,-4.957231521606445,-5.011809825897217
