,L,nh,x->y,y->x
0,1,2,-3.5266168117523193,-3.485320806503296
1,1,4,-3.236586570739746,-3.2975871562957764
2,1,5,-3.9661545753479004,-3.8752307891845703
3,1,8,-4.305018424987793,-3.9213435649871826
4,1,10,-3.9963791370391846,-3.809946298599243
5,2,2,-3.7709453105926514,-3.6644678115844727
6,2,4,-3.4290568828582764,-3.753727912902832
7,2,5,-4.136829853057861,-3.9805054664611816
8,2,8,-4.7934088706970215,-4.269028186798096
9,2,10,-4.817710876464844,-4.542575836181641
10,3,2,-3.549213171005249,-3.3688249588012695
11,3,4,-3.6899256706237793,-3.8227624893188477
12,3,5,-4.717429161071777,-4.489777565002441
13,3,8,-4.854745864868164,-4.272887229919434
14,3,10,-5.115062236785889,-4.826228618621826
