,L,nh,x->y,y->x
0,1,2,-2.454909563064575,-2.372544050216675
1,1,4,-3.344562292098999,-3.3684310913085938
2,1,5,-3.6800966262817383,-3.6586191654205322
3,1,8,-4.004733562469482,-3.9659440517425537
4,1,10,-3.1117348670959473,-3.0565364360809326
5,2,2,-3.5748424530029297,-3.5775656700134277
6,2,4,-3.5768425464630127,-3.515737533569336
7,2,5,-3.7917327880859375,-3.8699071407318115
8,2,8,-4.302974700927734,-4.194163799285889
9,2,10,-3.787899971008301,-3.712556838989258
10,3,2,-3.5704381465911865,-3.673201322555542
11,3,4,-3.9074559211730957,-3.960585832595825
12,3,5,-4.438996315002441,-4.447226047515869
13,3,8,-4.106081962585449,-3.944166421890259
14,3,10,-4.08570671081543,-4.063043117523193
