,L,nh,x->y,y->x
0,1,2,-2.6298577785491943,-2.658623695373535
1,1,4,-2.608142852783203,-2.661839008331299
2,1,5,-2.6788454055786133,-2.6653523445129395
3,1,8,-2.5626819133758545,-2.65343976020813
4,1,10,-2.5758237838745117,-2.652641534805298
5,2,2,-2.535383701324463,-2.6609888076782227
6,2,4,-2.549825429916382,-2.6518354415893555
7,2,5,-2.568227767944336,-2.6523633003234863
8,2,8,-2.534151554107666,-2.653735876083374
9,2,10,-2.535221815109253,-2.653627634048462
10,3,2,-2.532106637954712,-2.6565937995910645
11,3,4,-2.546247959136963,-2.6544573307037354
12,3,5,-2.5348618030548096,-2.653352975845337
13,3,8,-2.531693935394287,-2.6536686420440674
14,3,10,-2.537161111831665,-2.6501762866973877
