,L,nh,x->y,y->x
0,1,2,-3.215548276901245,-3.1825621128082275
1,1,4,-3.131141185760498,-3.3284051418304443
2,1,5,-3.8253748416900635,-3.678236722946167
3,1,8,-4.0952043533325195,-4.054616928100586
4,1,10,-3.7554852962493896,-3.5817859172821045
5,2,2,-3.5314581394195557,-3.6808245182037354
6,2,4,-3.335955858230591,-3.5802056789398193
7,2,5,-3.785740852355957,-3.821591854095459
8,2,8,-4.489602088928223,-4.459945201873779
9,2,10,-4.601471900939941,-4.474484443664551
10,3,2,-3.2400968074798584,-3.529155969619751
11,3,4,-3.3209009170532227,-3.4951961040496826
12,3,5,-4.382145404815674,-4.367964267730713
13,3,8,-4.456371784210205,-4.343512535095215
14,3,10,-4.891582012176514,-4.790501594543457
