,L,nh,x->y,y->x
0,1,2,-2.821753740310669,-2.7536513805389404
1,1,4,-2.5575239658355713,-2.8348684310913086
2,1,5,-3.096985340118408,-2.8856945037841797
3,1,8,-3.0283589363098145,-3.4788191318511963
4,1,10,-3.520589828491211,-3.7191858291625977
5,2,2,-2.613294839859009,-2.843402147293091
6,2,4,-2.8202550411224365,-2.938115119934082
7,2,5,-2.9492106437683105,-3.174659013748169
8,2,8,-2.9104394912719727,-3.420302391052246
9,2,10,-3.7891430854797363,-4.211801528930664
10,3,2,-2.713899850845337,-2.9810049533843994
11,3,4,-2.8031153678894043,-3.044088125228882
12,3,5,-3.209465503692627,-3.7775583267211914
13,3,8,-3.100982904434204,-3.5996909141540527
14,3,10,-3.5834383964538574,-3.9218525886535645
