,L,nh,x->y,y->x
0,1,2,-2.5451037883758545,-2.600796937942505
1,1,4,-3.7867109775543213,-3.5451810359954834
2,1,5,-3.467564105987549,-3.5514585971832275
3,1,8,-4.10662317276001,-4.156757831573486
4,1,10,-3.087076425552368,-3.4596989154815674
5,2,2,-3.5181801319122314,-3.3990347385406494
6,2,4,-3.9668993949890137,-3.65321946144104
7,2,5,-3.467282772064209,-3.54707407951355
8,2,8,-4.432498455047607,-4.461328983306885
9,2,10,-4.105921268463135,-4.467665672302246
10,3,2,-3.6869373321533203,-3.3618624210357666
11,3,4,-3.5436668395996094,-3.574444055557251
12,3,5,-3.9619152545928955,-4.132702350616455
13,3,8,-4.34527587890625,-4.5038886070251465
14,3,10,-4.3268866539001465,-4.694526195526123
