,L,nh,x->y,y->x
0,1,2,-2.7625021934509277,-2.8463010787963867
1,1,4,-3.2097063064575195,-3.0287792682647705
2,1,5,-3.5243403911590576,-3.5771548748016357
3,1,8,-4.195272922515869,-3.9084770679473877
4,1,10,-3.602442979812622,-3.9351401329040527
5,2,2,-3.7028133869171143,-3.484773635864258
6,2,4,-3.3998982906341553,-3.1371936798095703
7,2,5,-3.7596473693847656,-3.3453149795532227
8,2,8,-4.61385440826416,-4.361507415771484
9,2,10,-4.5969343185424805,-4.817914962768555
10,3,2,-3.7502667903900146,-3.0344035625457764
11,3,4,-3.2797698974609375,-3.246426820755005
12,3,5,-4.311731815338135,-4.117361068725586
13,3,8,-4.424482345581055,-4.445539951324463
14,3,10,-4.944251537322998,-5.073882579803467
