,L,nh,x->y,y->x
0,1,2,-4.526191711425781,-4.166134357452393
1,1,4,-4.291241645812988,-4.288375377655029
2,1,5,-4.3959059715271,-4.516521453857422
3,1,8,-4.467116355895996,-4.254638671875
4,1,10,-4.493643283843994,-4.382809162139893
5,2,2,-4.129209041595459,-4.361963748931885
6,2,4,-4.315065860748291,-4.3856048583984375
7,2,5,-4.404875755310059,-4.443140029907227
8,2,8,-4.326879978179932,-4.306868553161621
9,2,10,-4.387402534484863,-4.428806781768799
10,3,2,-4.346256732940674,-4.446817398071289
11,3,4,-4.280326843261719,-4.39825963973999
12,3,5,-4.381052494049072,-4.494636535644531
13,3,8,-4.3438873291015625,-4.400453567504883
14,3,10,-4.368483543395996,-4.543224811553955
