,L,nh,x->y,y->x
0,1,2,-3.231224298477173,-3.1536309719085693
1,1,4,-3.082639455795288,-3.278473138809204
2,1,5,-3.8138256072998047,-3.6404151916503906
3,1,8,-4.1226348876953125,-4.01456880569458
4,1,10,-3.7693769931793213,-3.4997754096984863
5,2,2,-3.5180158615112305,-3.6409013271331787
6,2,4,-3.209294557571411,-3.5729854106903076
7,2,5,-3.7687041759490967,-3.843308210372925
8,2,8,-4.534823894500732,-4.402003765106201
9,2,10,-4.615074157714844,-4.357185363769531
10,3,2,-3.1749300956726074,-3.5007591247558594
11,3,4,-3.277712345123291,-3.4728028774261475
12,3,5,-4.390595436096191,-4.297091484069824
13,3,8,-4.514779567718506,-4.281469345092773
14,3,10,-4.900115013122559,-4.671905040740967
